timestamp,day,hour,bag_id,flight,terminal,zone,sensor,process,speed,vibration,temp,rfid_ok,jam,intervene,priority,result,screen_delay,vehicle_delay
1/2/2025 13:41,2,13,B012,FL160,T3,Zone_C,S-13,screening,,4,48.3,1,0,0,1,1,2.3,
1/2/2025 13:46,2,13,B012,FL160,T3,Zone_C,S-22,sorting,,3.3,47,1,0,0,1,1,,
1/2/2025 13:51,2,13,B012,FL160,T3,Zone_C,S-02,transport,1.85,5.1,47.4,1,0,0,1,1,,1.2
1/2/2025 15:18,2,15,B013,FL110,T3,Zone_A,C-01,checkin,1.36,3.5,46.5,1,0,0,1,1,,0
1/2/2025 15:23,2,15,B013,FL110,T3,Zone_A,S-12,screening,,2.5,51.6,1,0,0,1,1,0,
1/2/2025 15:26,2,15,B013,FL110,T3,Zone_A,S-23,sorting,,3.2,44.2,1,0,0,1,1,,
1/2/2025 15:28,2,15,B013,FL110,T3,Zone_A,S-03,transport,1.59,4.2,51.5,1,0,0,1,1,,0.8
1/2/2025 7:39,2,7,B014,FL160,T1,Zone_B,C-02,checkin,1.61,4.2,51.2,1,0,0,0,1,,0.5
1/2/2025 7:43,2,7,B014,FL160,T1,Zone_B,S-11,screening,,3,47.3,1,0,0,0,1,0.2,
1/2/2025 7:49,2,7,B014,FL160,T1,Zone_B,S-21,sorting,,2.9,48.2,1,0,0,0,1,,
1/2/2025 7:53,2,7,B014,FL160,T1,Zone_B,S-09,transport,1.7,4.4,44.6,1,0,0,0,1,,0.4
1/2/2025 5:31,2,5,B015,FL104,T2,Zone_A,C-02,checkin,1.74,3.5,43.8,1,1,0,0,1,,0.4
1/2/2025 5:36,2,5,B015,FL104,T2,Zone_A,S-13,screening,,4.9,46.3,1,0,0,0,1,1.6,
1/2/2025 5:40,2,5,B015,FL104,T2,Zone_A,S-23,sorting,,3.6,50.5,1,0,0,0,1,,
1/2/2025 5:45,2,5,B015,FL104,T2,Zone_A,S-02,transport,1.93,2.7,42.1,1,0,0,0,1,,1.4
1/2/2025 6:46,2,6,B016,FL140,T2,Zone_B,C-01,checkin,1.36,4.8,45.9,1,0,0,0,1,,0.4
1/2/2025 6:51,2,6,B016,FL140,T2,Zone_B,S-12,screening,,3.8,46.8,1,0,0,0,1,0.4,
1/2/2025 6:54,2,6,B016,FL140,T2,Zone_B,S-22,sorting,,4.8,47.3,1,0,0,0,1,,
1/2/2025 6:56,2,6,B016,FL140,T2,Zone_B,S-03,transport,1.95,3.8,44.1,1,0,0,0,1,,0.5
1/3/2025 13:30,3,13,B017,FL200,T3,Zone_C,S-09,transport,1.59,3.6,44.8,1,0,0,0,1,,1.2
1/3/2025 13:36,3,13,B017,FL200,T3,Zone_C,S-12,screening,,4.4,42.5,1,0,0,0,1,1.3,
1/3/2025 13:40,3,13,B017,FL200,T3,Zone_C,S-21,sorting,,3.2,46.7,1,0,0,0,1,,
1/3/2025 13:43,3,13,B017,FL200,T3,Zone_C,S-03,transport,1.66,3.6,42.5,1,1,1,0,1,,0.9
1/3/2025 19:55,3,19,B018,FL104,T1,Zone_A,S-01,transport,1.58,3.1,46.8,1,0,0,0,1,,0.7
1/3/2025 20:01,3,20,B018,FL104,T1,Zone_A,S-12,screening,,3,45.8,1,0,0,0,1,0.3,
1/3/2025 20:06,3,20,B018,FL104,T1,Zone_A,S-23,sorting,,4.1,51.5,1,0,0,0,1,,
1/3/2025 20:11,3,20,B018,FL104,T1,Zone_A,S-09,transport,1.94,4,47.6,1,0,0,0,1,,0.8
1/3/2025 14:24,3,14,B019,FL101,T3,Zone_A,C-01,checkin,1.76,5.4,49.9,1,0,0,1,1,,0.2
1/3/2025 14:29,3,14,B019,FL101,T3,Zone_A,S-13,screening,,5.4,46,1,0,0,1,1,0.1,
1/3/2025 14:34,3,14,B019,FL101,T3,Zone_A,S-22,sorting,,2.7,46.1,1,0,0,1,1,,
1/3/2025 14:37,3,14,B019,FL101,T3,Zone_A,S-03,transport,1.58,3.4,46.2,1,0,0,1,1,,0.5
1/3/2025 17:59,3,17,B020,FL101,T1,Zone_B,C-02,checkin,1.69,3.1,43,1,0,0,0,1,,0.1
1/3/2025 18:03,3,18,B020,FL101,T1,Zone_B,S-11,screening,,5.3,46.3,1,0,0,0,1,1.6,
1/3/2025 18:09,3,18,B020,FL101,T1,Zone_B,S-21,sorting,,2.9,42.7,1,0,0,0,1,,
1/3/2025 18:14,3,18,B020,FL101,T1,Zone_B,S-09,transport,1.85,4.9,43.1,1,0,0,0,1,,0.8
1/3/2025 17:38,3,17,B021,FL160,T1,Zone_C,S-01,transport,1.91,3.7,48.7,1,0,0,0,1,,1.1
1/3/2025 17:46,3,17,B021,FL160,T1,Zone_C,S-13,screening,,3.7,45,1,0,0,0,1,0.6,
1/3/2025 17:49,3,17,B021,FL160,T1,Zone_C,S-22,sorting,,3.9,51.3,1,0,0,0,1,,
1/3/2025 17:54,3,17,B021,FL160,T1,Zone_C,S-02,transport,1.76,4.1,43,1,0,0,0,1,,1.5
1/3/2025 14:19,3,14,B022,FL220,T1,Zone_C,C-02,checkin,1.38,3.4,43.7,1,0,0,0,1,,0.3
1/3/2025 14:21,3,14,B022,FL220,T1,Zone_C,S-11,screening,,5.2,47.2,1,0,0,0,1,1,
1/3/2025 14:26,3,14,B022,FL220,T1,Zone_C,S-22,sorting,,4.8,51.6,1,0,0,0,1,,
1/3/2025 14:32,3,14,B022,FL220,T1,Zone_C,S-09,transport,1.77,3,47,1,0,0,0,1,,0.1
1/3/2025 9:00,3,9,B023,FL170,T3,Zone_C,S-03,transport,1.95,4.9,47,1,0,0,0,1,,1.3
1/3/2025 9:07,3,9,B023,FL170,T3,Zone_C,S-13,screening,,5.3,43.5,1,0,0,0,1,2,
1/3/2025 9:11,3,9,B023,FL170,T3,Zone_C,S-23,sorting,,4.3,47,1,0,0,0,1,,
1/3/2025 9:15,3,9,B023,FL170,T3,Zone_C,S-09,transport,1.55,4.2,44.8,1,0,0,0,1,,1.2
1/3/2025 19:05,3,19,B024,FL104,T2,Zone_B,C-01,checkin,1.64,5.5,43.1,1,0,0,0,1,,0.2
1/3/2025 19:08,3,19,B024,FL104,T2,Zone_B,S-12,screening,,3.2,42.2,1,0,0,0,1,0.5,
1/3/2025 19:15,3,19,B024,FL104,T2,Zone_B,S-22,sorting,,4.1,43.9,1,0,0,0,1,,
1/3/2025 19:21,3,19,B024,FL104,T2,Zone_B,S-01,transport,1.79,4.3,45,1,0,0,0,1,,0
1/4/2025 5:07,4,5,B025,FL101,T2,Zone_C,C-02,checkin,1.56,3.1,42.3,1,0,0,0,1,,0
1/4/2025 5:11,4,5,B025,FL101,T2,Zone_C,S-11,screening,,2.9,45.8,1,0,0,0,1,2.1,
1/4/2025 5:17,4,5,B025,FL101,T2,Zone_C,S-22,sorting,,5.1,49.5,1,0,0,0,1,,
1/4/2025 5:23,4,5,B025,FL101,T2,Zone_C,S-01,transport,1.91,4.6,43.5,1,0,0,0,1,,1.4
1/4/2025 13:12,4,13,B026,FL155,T1,Zone_B,S-02,transport,1.59,3.2,52,1,0,0,0,1,,0.6
1/4/2025 13:16,4,13,B026,FL155,T1,Zone_B,S-11,screening,,2.6,47,1,0,0,0,0,1.2,
1/4/2025 13:19,4,13,B026,FL155,T1,Zone_B,S-21,sorting,,4,50.6,1,0,0,0,1,,
1/4/2025 13:21,4,13,B026,FL155,T1,Zone_B,S-09,transport,1.74,5.4,42.3,1,0,0,0,1,,1.1
1/4/2025 10:59,4,10,B027,FL140,T2,Zone_C,C-02,checkin,1.35,5.3,45.1,1,0,0,0,1,,0.2
1/4/2025 11:04,4,11,B027,FL140,T2,Zone_C,S-13,screening,,4.4,50.6,1,0,0,0,1,0.6,
1/4/2025 11:08,4,11,B027,FL140,T2,Zone_C,S-23,sorting,,4.2,50,1,0,0,0,1,,
1/4/2025 11:12,4,11,B027,FL140,T2,Zone_C,S-03,transport,1.71,2.7,44,1,0,0,0,1,,1.2
1/4/2025 17:50,4,17,B028,FL120,T3,Zone_C,C-02,checkin,1.38,4.5,44.5,1,0,0,0,1,,0.3
1/4/2025 17:52,4,17,B028,FL120,T3,Zone_C,S-11,screening,,3.6,44.8,1,0,0,0,1,2.4,
1/4/2025 17:57,4,17,B028,FL120,T3,Zone_C,S-22,sorting,,3.6,43,1,0,0,0,1,,
1/4/2025 18:02,4,18,B028,FL120,T3,Zone_C,S-09,transport,1.54,2.7,51.8,1,0,0,0,1,,0.9
1/4/2025 16:40,4,16,B029,FL200,T3,Zone_A,C-01,checkin,1.71,3.6,46.1,1,0,0,1,1,,0.3
1/4/2025 16:44,4,16,B029,FL200,T3,Zone_A,S-12,screening,,3.9,45.7,1,1,1,1,1,1.1,
1/4/2025 16:48,4,16,B029,FL200,T3,Zone_A,S-21,sorting,,2.7,43.8,1,0,0,1,1,,
1/4/2025 16:50,4,16,B029,FL200,T3,Zone_A,S-09,transport,1.7,3.2,48.8,1,0,0,1,1,,1.1
1/4/2025 14:36,4,14,B030,FL220,T3,Zone_C,C-01,checkin,1.47,3.3,46.6,1,0,0,0,1,,0.4
1/4/2025 14:40,4,14,B030,FL220,T3,Zone_C,S-13,screening,,3,51.8,1,0,0,0,1,2.2,
1/4/2025 14:47,4,14,B030,FL220,T3,Zone_C,S-22,sorting,,5.4,46.9,1,0,0,0,1,,
1/4/2025 14:53,4,14,B030,FL220,T3,Zone_C,S-02,transport,1.8,5.4,48.8,1,0,0,0,1,,1
1/4/2025 21:59,4,21,B031,FL200,T3,Zone_A,C-01,checkin,1.77,5.2,47.5,1,0,0,0,1,,0.2
1/4/2025 22:03,4,22,B031,FL200,T3,Zone_A,S-12,screening,,5.4,51.9,1,0,0,0,1,2.3,
1/4/2025 22:10,4,22,B031,FL200,T3,Zone_A,S-21,sorting,,3.8,47.5,1,0,0,0,1,,
1/4/2025 22:16,4,22,B031,FL200,T3,Zone_A,S-02,transport,1.65,4.4,48.5,1,0,0,0,1,,0.8
1/4/2025 16:39,4,16,B032,FL210,T2,Zone_A,S-03,transport,1.61,3.3,47.4,1,0,0,0,1,,0
1/4/2025 16:46,4,16,B032,FL210,T2,Zone_A,S-12,screening,,2.6,43.8,1,0,0,0,1,0.5,
1/4/2025 16:50,4,16,B032,FL210,T2,Zone_A,S-21,sorting,,4.3,42.7,1,1,1,0,1,,
1/4/2025 16:52,4,16,B032,FL210,T2,Zone_A,S-03,transport,1.51,3.9,43.5,1,0,0,0,1,,0.4
1/5/2025 20:56,5,20,B033,FL101,T2,Zone_B,C-02,checkin,1.34,5.4,42.7,1,0,0,0,1,,0.4
1/5/2025 20:58,5,20,B033,FL101,T2,Zone_B,S-11,screening,,4.2,46.1,1,1,1,0,1,0.2,
1/5/2025 21:02,5,21,B033,FL101,T2,Zone_B,S-22,sorting,,3.3,43.1,1,0,0,0,1,,
1/5/2025 21:07,5,21,B033,FL101,T2,Zone_B,S-01,transport,2,3.3,47.1,1,0,0,0,1,,1.1
1/5/2025 8:30,5,8,B034,FL200,T2,Zone_A,S-01,transport,1.73,3.1,50.3,1,0,0,0,1,,1.5
1/5/2025 8:36,5,8,B034,FL200,T2,Zone_A,S-13,screening,,4,42.6,1,0,0,0,1,0.6,
1/5/2025 8:40,5,8,B034,FL200,T2,Zone_A,S-22,sorting,,3,46.7,1,0,0,0,1,,
1/5/2025 8:42,5,8,B034,FL200,T2,Zone_A,S-01,transport,1.69,5.5,46,1,0,0,0,1,,0.3
1/5/2025 8:43,5,8,B035,FL104,T1,Zone_B,S-01,transport,1.59,4,44.4,1,0,0,0,1,,0.1
1/5/2025 8:50,5,8,B035,FL104,T1,Zone_B,S-12,screening,,4.7,47.6,1,1,1,0,1,1.9,
1/5/2025 8:55,5,8,B035,FL104,T1,Zone_B,S-23,sorting,,3.5,50,1,0,0,0,1,,
1/5/2025 8:58,5,8,B035,FL104,T1,Zone_B,S-02,transport,1.98,5.4,48.5,1,0,0,0,1,,0.5
1/5/2025 8:44,5,8,B036,FL110,T2,Zone_B,C-02,checkin,1.78,4.9,51.6,1,0,1,1,1,,0.1
1/5/2025 8:47,5,8,B036,FL110,T2,Zone_B,S-11,screening,,2.9,49.8,1,0,1,1,1,0.9,
1/5/2025 8:54,5,8,B036,FL110,T2,Zone_B,S-22,sorting,,4.7,45.4,1,0,0,1,1,,
1/5/2025 8:56,5,8,B036,FL110,T2,Zone_B,S-01,transport,1.56,4.9,44.4,1,1,1,1,1,,0.8
1/5/2025 6:31,5,6,B037,FL220,T2,Zone_A,C-02,checkin,1.52,3.3,45.1,1,0,1,1,1,,0.2
1/5/2025 6:36,5,6,B037,FL220,T2,Zone_A,S-11,screening,,2.8,51.2,1,0,0,1,1,0.6,
1/5/2025 6:39,5,6,B037,FL220,T2,Zone_A,S-21,sorting,,3.6,46.1,1,0,1,1,0,,
1/5/2025 6:43,5,6,B037,FL220,T2,Zone_A,S-02,transport,1.85,3.8,48.4,1,0,1,1,1,,0.3
1/5/2025 21:01,5,21,B038,FL210,T2,Zone_B,C-01,checkin,1.74,4.8,48.3,1,1,1,0,1,,0.1
1/5/2025 21:04,5,21,B038,FL210,T2,Zone_B,S-13,screening,,4.8,42.9,1,0,0,0,1,1.5,
1/5/2025 21:10,5,21,B038,FL210,T2,Zone_B,S-23,sorting,,4.7,49.7,1,0,0,0,1,,
1/5/2025 21:14,5,21,B038,FL210,T2,Zone_B,S-02,transport,1.57,5.4,44.5,1,0,0,0,1,,0.4
1/5/2025 14:47,5,14,B039,FL115,T2,Zone_B,C-01,checkin,1.57,4,49.3,1,0,0,0,1,,0.3
1/5/2025 14:50,5,14,B039,FL115,T2,Zone_B,S-13,screening,,3.4,50.1,1,0,0,0,1,1.8,
1/5/2025 14:54,5,14,B039,FL115,T2,Zone_B,S-22,sorting,,3,48.8,1,1,1,0,1,,
1/5/2025 14:57,5,14,B039,FL115,T2,Zone_B,S-09,transport,1.79,2.6,47,1,0,0,0,1,,1.1
1/5/2025 11:37,5,11,B040,FL155,T2,Zone_A,S-03,transport,1.9,3.3,43.4,1,0,0,0,1,,1.4
1/5/2025 11:45,5,11,B040,FL155,T2,Zone_A,S-13,screening,,2.9,50,1,0,0,0,0,0.8,
1/5/2025 11:50,5,11,B040,FL155,T2,Zone_A,S-21,sorting,,2.7,48.5,1,0,0,0,1,,
1/5/2025 11:56,5,11,B040,FL155,T2,Zone_A,S-02,transport,1.96,4.1,51.9,1,0,0,0,1,,0.7
1/6/2025 8:27,6,8,B041,FL220,T3,Zone_C,C-02,checkin,1.41,4.4,49.5,1,0,0,0,1,,0.1
1/6/2025 8:32,6,8,B041,FL220,T3,Zone_C,S-12,screening,,3.1,46.1,1,0,0,0,1,0.4,
1/6/2025 8:38,6,8,B041,FL220,T3,Zone_C,S-21,sorting,,3.6,42.1,1,0,0,0,1,,
1/6/2025 8:40,6,8,B041,FL220,T3,Zone_C,S-09,transport,1.56,3.4,43.6,1,0,0,0,1,,0.4
1/6/2025 7:27,6,7,B042,FL155,T2,Zone_A,S-09,transport,1.79,3.3,44.2,1,0,0,0,1,,1.3
1/6/2025 7:33,6,7,B042,FL155,T2,Zone_A,S-13,screening,,3.2,45.7,1,0,0,0,1,0.3,
1/6/2025 7:38,6,7,B042,FL155,T2,Zone_A,S-22,sorting,,2.7,45.9,1,0,0,0,1,,
1/6/2025 7:41,6,7,B042,FL155,T2,Zone_A,S-02,transport,1.99,5.5,44.5,1,0,0,0,1,,0.7
1/6/2025 16:48,6,16,B043,FL220,T2,Zone_B,C-01,checkin,1.24,3.8,52,1,0,0,0,1,,0.5
1/6/2025 16:50,6,16,B043,FL220,T2,Zone_B,S-13,screening,,3.2,42.3,1,0,0,0,1,2.4,
1/6/2025 16:56,6,16,B043,FL220,T2,Zone_B,S-22,sorting,,3.3,42.5,1,0,0,0,0,,
1/6/2025 17:00,6,17,B043,FL220,T2,Zone_B,S-09,transport,1.86,7.4,58.5,1,0,0,0,1,,0
1/6/2025 13:52,6,13,B044,FL150,T3,Zone_A,S-02,transport,1.63,4.3,49.9,1,0,0,0,1,,1.2
1/6/2025 13:59,6,13,B044,FL150,T3,Zone_A,S-13,screening,,4.8,50,1,0,0,0,1,0.3,
1/6/2025 14:05,6,14,B044,FL150,T3,Zone_A,S-21,sorting,,4.8,45.9,1,0,0,0,1,,
1/6/2025 14:09,6,14,B044,FL150,T3,Zone_A,S-02,transport,1.51,5.2,50.4,1,0,0,0,1,,1.3
1/6/2025 13:32,6,13,B045,FL210,T1,Zone_B,C-02,checkin,1.47,2.7,45.7,1,0,0,0,0,,0.4
1/6/2025 13:34,6,13,B045,FL210,T1,Zone_B,S-12,screening,,4.2,46.1,1,0,0,0,1,0.8,
1/6/2025 13:39,6,13,B045,FL210,T1,Zone_B,S-22,sorting,,3.8,47.1,1,0,0,0,1,,
1/6/2025 13:42,6,13,B045,FL210,T1,Zone_B,S-01,transport,1.61,2.7,47.2,1,0,0,0,1,,0
1/6/2025 16:19,6,16,B046,FL140,T1,Zone_B,S-01,transport,1.83,3.5,49.7,1,0,0,0,1,,0
1/6/2025 16:25,6,16,B046,FL140,T1,Zone_B,S-11,screening,,3.5,45.8,1,0,0,0,1,0.2,
1/6/2025 16:32,6,16,B046,FL140,T1,Zone_B,S-22,sorting,,5.5,51.3,1,0,0,0,1,,
1/6/2025 16:34,6,16,B046,FL140,T1,Zone_B,S-03,transport,1.75,3.1,47.9,1,0,0,0,1,,0.6
1/6/2025 16:19,6,16,B047,FL170,T1,Zone_C,C-01,checkin,1.43,4.3,43.7,1,0,0,0,1,,0.1
1/6/2025 16:21,6,16,B047,FL170,T1,Zone_C,S-12,screening,,3,49.4,1,0,0,0,1,1,
1/6/2025 16:26,6,16,B047,FL170,T1,Zone_C,S-21,sorting,,3.8,50.5,1,0,0,0,0,,
1/6/2025 16:29,6,16,B047,FL170,T1,Zone_C,S-09,transport,1.79,7.8,56.8,1,1,1,0,1,,0.6
1/6/2025 15:43,6,15,B048,FL220,T2,Zone_A,C-02,checkin,1.35,3.1,51.2,1,0,0,0,1,,0.2
1/6/2025 15:45,6,15,B048,FL220,T2,Zone_A,S-12,screening,,2.8,48.2,1,0,0,0,1,0.6,
1/6/2025 15:50,6,15,B048,FL220,T2,Zone_A,S-21,sorting,,3.4,49.1,1,0,0,0,1,,
1/6/2025 15:55,6,15,B048,FL220,T2,Zone_A,S-01,transport,1.64,4.7,50.6,1,0,0,0,1,,0
1/7/2025 7:45,7,7,B049,FL101,T3,Zone_C,C-01,checkin,1.43,3.8,43.8,1,0,0,0,1,,0.5
1/7/2025 7:48,7,7,B049,FL101,T3,Zone_C,S-12,screening,,3.6,49.2,1,0,0,0,1,2.3,
1/7/2025 7:54,7,7,B049,FL101,T3,Zone_C,S-22,sorting,,3.2,50.7,1,0,0,0,1,,
1/7/2025 7:59,7,7,B049,FL101,T3,Zone_C,S-03,transport,1.6,3.6,49.5,1,0,0,0,1,,1.2
1/7/2025 11:22,7,11,B050,FL200,T3,Zone_B,S-02,transport,1.97,3,42.3,1,0,0,0,1,,1.1
1/7/2025 11:25,7,11,B050,FL200,T3,Zone_B,S-12,screening,,3.8,48.9,1,0,0,0,1,1,
1/7/2025 11:28,7,11,B050,FL200,T3,Zone_B,S-22,sorting,,4.3,45.7,1,0,0,0,1,,
1/7/2025 11:34,7,11,B050,FL200,T3,Zone_B,S-01,transport,1.54,4.3,51.9,1,0,0,0,1,,0.1
1/7/2025 14:17,7,14,B051,FL150,T1,Zone_C,S-02,transport,1.6,5.4,51,1,0,0,0,1,,0.8
1/7/2025 14:20,7,14,B051,FL150,T1,Zone_C,S-11,screening,,5,43,1,0,0,0,1,0.7,
1/7/2025 14:23,7,14,B051,FL150,T1,Zone_C,S-23,sorting,,3.3,51.3,1,0,0,0,0,,
1/7/2025 14:28,7,14,B051,FL150,T1,Zone_C,S-01,transport,1.75,3.5,46.3,1,0,0,0,1,,0.3
1/7/2025 13:13,7,13,B052,FL200,T3,Zone_B,S-01,transport,1.71,4.8,43.6,1,0,0,0,1,,0.9
1/7/2025 13:16,7,13,B052,FL200,T3,Zone_B,S-12,screening,,4.4,48.3,1,0,0,0,1,2.5,
1/7/2025 13:22,7,13,B052,FL200,T3,Zone_B,S-23,sorting,,5,43.6,1,0,0,0,1,,
1/7/2025 13:25,7,13,B052,FL200,T3,Zone_B,S-02,transport,1.99,2.6,48.5,1,0,0,0,1,,1.1
1/7/2025 20:19,7,20,B053,FL155,T1,Zone_C,C-01,checkin,1.43,3.9,48.5,1,0,0,1,1,,0.2
1/7/2025 20:24,7,20,B053,FL155,T1,Zone_C,S-12,screening,,2.6,49.6,1,0,0,1,1,0.6,
1/7/2025 20:30,7,20,B053,FL155,T1,Zone_C,S-23,sorting,,3.2,50.3,1,0,0,1,1,,
1/7/2025 20:33,7,20,B053,FL155,T1,Zone_C,S-01,transport,2,4.3,44.2,1,0,0,1,1,,1.3
1/7/2025 13:11,7,13,B054,FL115,T3,Zone_A,C-02,checkin,1.66,3.4,49.1,1,1,1,0,1,,0.3
1/7/2025 13:15,7,13,B054,FL115,T3,Zone_A,S-13,screening,,3.7,51.1,1,0,0,0,1,0.7,
1/7/2025 13:18,7,13,B054,FL115,T3,Zone_A,S-23,sorting,,5,47.6,1,0,0,0,1,,
1/7/2025 13:21,7,13,B054,FL115,T3,Zone_A,S-01,transport,1.72,5,45.2,1,0,0,0,1,,0.6
1/7/2025 5:56,7,5,B055,FL220,T1,Zone_C,S-01,transport,1.75,3.6,51.7,1,0,0,0,1,,1.5
1/7/2025 6:04,7,6,B055,FL220,T1,Zone_C,S-13,screening,,4.3,43.5,1,0,0,0,1,2.2,
1/7/2025 6:09,7,6,B055,FL220,T1,Zone_C,S-22,sorting,,4.8,43.5,1,0,0,0,1,,
1/7/2025 6:14,7,6,B055,FL220,T1,Zone_C,S-03,transport,1.76,4,46,1,0,0,0,1,,0.6
1/7/2025 12:35,7,12,B056,FL220,T1,Zone_A,S-01,transport,1.57,5.1,43.1,1,0,0,0,1,,1.1
